id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs,ra_cat,dec_cat,hip,hd,bs,distance,appmag,absmag,spectrum,colourindex
325,SHAULA,,,Scorpii,Lambda Scorpii,cache,17,33,36.52,-37,6,13.76,4.5972350652,-0.6475838629,1.62,B1.5-2 IV+ (A), ,,"Quintuple system whose worlds were reprocessed into a superweapon, the Sting, now used as a Memorial to Forgotten Wars.",,17.56014624,-37.10374835,85927,158926,,215.5172413793,1.62,-5.0474100972,B1.5IV+...,-0.231
326,SHE,,,Columbae,Mu Columbae,cache,5,45,59.9,-32,18,23,1.5097025308,0.5638528555,5.15,O9.5 V,12-15,,Hot O-class dwarf which was ejected from the Orion supernova factory after a disagreement with local demiurges.,,5.76663692,-32.30637997,27204,38666,,396.8253968254,5.18,-2.8129972961,B1IV/V,-0.274
327,SHELIAK,,,Lyrae,Beta Lyrae,cache,18,50,4.79525,33,21,45.61,4.9309038573,0.5822884291,3.52,B6–8II / B,A: 2.83 ± 0.18 ''M'',,"Semi-detached binary, Roche lobes kissing in a fever of x-rays and plasma, attracting complaints from the neighbours.",,18.83466497,33.36267788,92420,174638,,270.2702702703,3.52,-3.6389913797,A8:V comp SB,0.003
328,SHERATAN,,,Arietis,Beta Arietis,cache,1,54,38.41099,20,48,28.9133,0.5002121628,0.36316866,2.655,A5 V,2.34 ± 0.10,,Comfortable white star with a spotless spectrum and an exceptionally high thread count.,,1.91065251,20.80829949,8903,11636,,18.268176836,2.64,1.3315239654,A5V...,0.165
329,SIMIRAM,,,Carinae,Omega Carinae,cache,10,13,44.21739,-70,2,16.4563,2.677932658,-1.2223920352,3.29,B8 IIIe,,,"Blue giant, rare example of a system where organic life forms invented machine intelligence.",,10.22896636,-70.03792169,50099,89080,,113.5073779796,3.29,-1.9851204579,B8III,-0.074
330,SINISTRA,,,Ophiuchi,Nu Ophiuchi,cache,17,59,1.59191,-9,46,25.0798,4.7081414242,-0.1705820806,3.332,K0 IIIa CN –1,3.04,,"K-giant with an peaceful culture belying its name, with the exception of its inner brown dwarf, which is a real dump.",,17.9837771,-9.77334973,88048,163917,,46.8384074941,3.32,-0.0330106032,K0III,0.987
331,SIRIUS,,,Canis Majoris,Alpha Canis Majoris,cache,6,45,8.9173,-16,42,58.017,1.767794352,-0.2917512594,-1.47,A1V (A),2.02,,"Blue-white star, its red colour several thousand years ago was due to an outbreak of dragons on its white dwarf.",,6.7525694,-16.71314306,32349,48915,,2.6370612589,-1.44,1.4543989071,A0m...,0.009
332,SIRRAH,,,Andromedae,Alpha Andromedae,cache,0,8,23.2586,29,5,25.555,0.0365979982,0.5077238183,2.06,G5,,,"A-binary whose planets lie under a curse of perpetual renaissance, excelling in ostentation, virtù, poetry and war.",,,,2,224690,,45.6621004566,9.27,5.9722205742,K3V,0.999
333,SITULA,,,Aquarii,Kappa Aquarii,cache,22,37,45.38049,-4,13,40.9939,5.9243296498,-0.0737934608,5.03,K2 III, ,,"Orange giant, all of its planets are waterworlds, studded with buoyant pumice islands, webbed with hundred-mile kelp.",,22.62928361,-4.22776291,111710,214376,,71.8390804598,5.04,0.7581961764,K2III,1.14
334,SKAT,,,Aquarii,Delta Aquarii,cache,22,54,39.0125,-15,49,14.953,5.9980430497,-0.2761254042,3.252,A3 V,2,,"Remote star used by demiurges as a prison for a powerful cacodæmon, an A-class dwarf with an unspeakable spectrum.",,22.91084423,-15.82075994,113136,216627,,48.9236790607,3.27,-0.1775955427,A3V,0.066
0,SOL,,,,,,2,39,36.4951,60,50,2.308,,,0,G2V,,,"G-dwarf with planetary companion bearing biosphere spectral fingerprint MNKE187CA44 (""ape planet"")",,,,,,,0.000004848,4.85,4.85,G2V,0.656
335,SPEEDY MIC,,,Microscopii,BO Microscopii,cache,20,47,45.00732,-36,35,40.7905,5.4443369678,-0.6386973759,9.39,K3Ve,0.82 ± 0.08,,"Young K-dwarf, spinning wildly and breaking out in a mass of sunspots and absurdly styled prominences.",,20.79583288,-36.59447993,102626,197890,,44.404973357,9.44,6.2028419309,K0V,0.939
336,SPICA,,,Virginis,Alpha Virginis,cache,13,25,11.5793,-11,9,40.759,3.5133171901,-0.1948018168,1.04,B1 III-IV/B2 V,10.25 ± 0.68,,"Binary system of time-reversed blue dwarfs, its inhabitants cherish the memory of their creation in a great supernova.",,13.41989015,-11.16124491,65474,116658,,80.38585209,0.98,-3.5458980982,B1V,-0.235
337,STEROPE I,,,Tauri,21 Tauri,No coords,3,45,54.4,24,33,17,,,5.76,B,,,"Blue dwarf in the Pleiades, with STEROPE II (q.v.) formed part of an ancient experiment in 3D broadcasting.",,3.76512885,24.55462128,17579,23432,,118.6239620403,5.76,0.3891378731,B8V,-0.036
338,STEROPE II,,,Tauri,22 Tauri,cache,3,46,2.9,24,31,41,0.9857037839,0.4285607497,5.76,A,,,"Legend says that if the galactic animal should close one of its eyes, this star (or STEROPE I) would go out.",,,,17579,23432,,118.6239620403,5.76,0.3891378731,B8V,-0.036
339,SUALOCIN,,,Delphini,Alpha Delphini,cache,20,39,38.287,15,54,43.49,5.4089416673,0.2777181965,3.77,A,,,The second stellar system which Niccolò Cacciatore named after himself as a practical joke. See also: ROTANEV.,,20.66062626,15.9120527,101958,196867,,73.8007380074,3.77,-0.5703035239,B9V,-0.057
340,SUBRA,,,Leonis,Omicron Leonis,cache,9,41,9.03,9,53,32.3,2.5357474187,0.1726533026,3.53,F9III/A5mV,2.12/1.87 ± 0.01,,"Binary system, its sole planet home to a breed of powerful humanoids who sustain a thriving superhero export industry.",,9.68586607,9.89239902,47508,83808,,41.4593698176,3.52,0.4318865173,A5V+...,0.516
341,SULAFAT,,,Lyrae,Gamma Lyrae,cache,18,58,56.62241,32,41,22.4003,4.9695794198,0.5705403769,3.261,B9 III,,,"Blue giant, the Skein fragment attached to its South Pole oscillates in resonance with the Song of Sulafat.",,,,474,72,,142.8571428571,8.36,2.5854902001,A0,0.247
342,SYRMA,,,Virginis,Iota Virginis,cache,14,16,0.9,-6,0,2,3.7350700491,-0.1047294514,4.07,F,,,Mischievous F-class dwarf with a coquettish emission spectrum and slight unpredictable variability.,,14.26691247,-5.99952622,69701,124850,,21.3949507916,4.07,2.4184435403,F7V,0.511
343,TABIT,,,Orionis,Pi3 Orionis,cache,4,49,50.41091,6,57,40.5883,1.2646663694,0.1214971606,3.16,F6 V,1.236,,"Tiny, virtual star, created when an astronomer looked at the massive π⁴ Orionis through the wrong end of a telescope.",,4.83059395,6.96124744,22449,30652,,8.025682183,3.19,3.6675902116,F6V,0.484
344,TALITHA AUSTRALIS,,,Ursae Majoris,Kappa Ursae Majoris,cache,9,3,37.52762,47,9,23.489,2.3720135451,0.8230366202,3.6,A,,,"A-dwarf whose planets orbit in two ecliptic planes, a consequence of an ancient demarcation dispute.",,9.06043299,47.15665934,44471,77327,,129.7016861219,3.57,-1.9947281097,A1Vn,0.007
345,TALITHA BOREALIS,,,Ursae Majoris,Iota Ursae Majoris,cache,8,59,12.45362,48,2,30.5741,2.3527368199,0.8384880448,3.14,A7 IV, ,,"A pair of A-subgiants orbited by a pair of M-dwarfs. On its worlds, New Year³'s Eve is a really big deal.",,8.98689965,48.04234956,44127,76644,,14.6370023419,3.12,2.2927392884,A7IV,0.223
346,TANG,,,Serpentis,Eta Serpentis,cache,18,21,18.60056,-2,53,55.7766,4.805371437,-0.0505940727,3.26,K0 III-IV,2,,"Vivid orange giant, its bright hue a side-effect of its use as a dumping ground for surplus astronaut refreshments.",,18.35525571,-2.897122,89962,168723,,18.9358076122,3.23,1.8435808374,K0III-IV,0.941
347,TANIA AUSTRALIS,,,Ursae Majoris,Mu Ursae Majoris,cache,10,22,19.744,41,29,58.28,2.715422811,0.7243033008,3.06,M0 IIIab, ,,"Friendly red giant with a cheerful, easygoing chromosphere and a somewhat coarse emission spectrum.",,10.37216756,41.4994335,50801,89758,,76.2776506484,3.06,-1.3519865415,M0III SB,1.603
348,TANIA BOREALIS,,,Ursae Majoris,Lambda Ursae Majoris,cache,10,17,5.78287,42,54,51.6808,2.6925909134,0.7489968047,3.45,A2 IV,2.4,,"Beautiful, frosty white star, all of whose planets orbit at a respectable, if chilly, distance.",,10.2849797,42.91446855,50372,89021,,41.203131438,3.45,0.3753488817,A2IV,0.029
349,TARAZED,,,Aquilae,Gamma Aquilae,cache,19,46,15.58029,10,36,47.7408,5.1760342628,0.1852363546,2.712,K3 II,5.66 ± 0.66,,"Second swan consort of ALTAIR (q.v.), a K-type star whose gas giants sustain vast, blindly floating wings.",,19.77099171,10.61326869,97278,186791,,141.2429378531,2.72,-3.0298337116,K3II,1.507
350,TAYGETA,,,Tauri,19 Tauri,cache,3,45,12.5,24,28,2,0.9826567299,0.4270335866,4.3,B,,,"Run-down member of the Pleiades cluster, a blue giant whose system is being gentrified by middle-class renobots.",,3.75346725,24.46737879,17531,23338,,114.2857142857,4.3,-0.9899597349,B6V,-0.11
0,TEEGARDEN'S STAR,,,Arietis,J025300.5+165258,No coords,2,53,0.85,16,52,53.3,,,15.14,M6.5v,,,"Brown dwarf, its asteroids home to slowworms who regard fusion stars as terrifyingly hostile to life.",,,,,,,3.85,15.14,17.22,M,
351,TEGMEN,,,Cancri,Zeta Cancri,cache,8,12,12.7,17,38,52,2.14767855,0.3080118279,4.67,F,,,Quadruple system in which life evolved separately on the worlds of each sun. Exports include gas membranes and diplomats.,,8.20353023,17.64813756,40167,68255,,25.5689082076,4.67,2.6314390798,G0V,0.531
352,TEJAT POSTERIOR,,,Geminorum,Mu Geminorum,cache,6,22,57.62686,22,30,48.8979,1.6709801792,0.3929361454,2.857,M3 III,2.1,,"Home to a monopod race who await their Messiah, The Many-Kneed, The One With Feet, He Who Shall Kick Arse.",,6.3826642,22.51385027,30343,44478,,71.0732054016,2.87,-1.3885295128,M3IIIvar,1.621
353,TEJAT PRIOR,,,Geminorum,Eta Geminorum,cache,6,14,52.6,22,30,24.5,1.6357121757,0.3928177641,3.5,M,,,A red giant orbited by a blue and yellow dwarf: its planets' sunsets can cause permanent nerve damage.,,6.2479713,22.50682376,29655,42995,,107.0663811563,3.31,-1.8382656188,M3III,1.6
354,TERTIA STRUTHIONUM,,,Ceti,Tau Ceti,cache,1,44,4.0829,-15,56,14.928,0.4540825224,-0.2781615005,3.5,G8.5 V,0.783 ± 0.012,,"G-class star of many names, the Third Hen Ostrich, Durre Menthor (the Spilled Pearls), the Tipsy Astronomer, &amp;c.",,1.73475762,-15.93955597,8102,10700,,3.6473720684,3.49,5.6800996602,G8V,0.727
355,THABIT,,,Orionis,Upsilon Orionis,cache,5,31,55.8,-7,18,5,1.4483178465,-0.1274332761,4.62,B0 V,20.6,,"B-giant, in an example of the fixed-point theorem it is the only star in the Galaxy whose constellations never change.",,5.53218341,-7.30152625,25923,36512,,473.9336492891,4.62,-3.7585877235,B0V,-0.261
356,THANIH AL ADZARI,,,Canis Majoris,Omicron2 Canis Majoris,cache,7,3,1.47211,-23,49,59.8523,1.8457927388,-0.4159694223,3.043,B3 Ia,21.4 ± 2.2,,"Huge and luminous blue giant, its system's inhabitants have not yet noticed the rest of the Galaxy.",,7.05040932,-23.83330131,33977,53138,,787.4015748032,3.02,-6.4609813952,B3Ia,-0.077
357,THEEMIM,,,Eridani,Upsilon2 Eridani,cache,4,35,33.0385,-30,33,44.429,1.2023164883,-0.5334134844,3.817,G8IIIa,1.38 ± 0.19,,Counterfactual version of BEEMIM (q.v.) created by a cataloguing error aboard a ship with a subjunctive warp drive.,,,,21393,29291,,64.0204865557,3.81,-0.2215948523,G8III,0.957
358,THUBAN,,,Draconis,Alpha Draconis,cache,14,4,23.3498,64,22,33.062,3.6843427671,1.123570551,3.6452,A0III ,3.85,,"""Given the means, any species will create dragons; they are, as an ancient poet wrote, a necessary animal."" —Yll",,14.07317389,64.37580873,68756,123299,,94.696969697,3.67,-1.211680409,A0III SB,-0.049
359,TIEN KWAN,,,Tauri,Zeta Tauri,cache,5,37,38.68542,21,8,33.1588,1.4732531779,0.369007007,3.01,B2 IIIpe,11.2,,"Giant blue star surrounded by an eternally spiraling density wave, a mighty celestial pinwheel.",,5.62741229,21.14259299,26451,37202,,127.8772378517,2.97,-2.5639662347,B4IIIp,-0.148
360,TORCULARIS SEPTENTRIONALIS,,,Piscium,Omicron Piscium,cache,1,45,23.6,9,9,28,0.4598651691,0.1598333744,4.26,G,,,"G-giant, home to a Nominalist sect; its full name is written on the rings of its largest gas giant.",,1.75655241,9.15764102,8198,10761,,79.1765637371,4.26,-0.2329832472,K0III,0.942
361,TRAPEZIUM,,,Orionis,Theta1 Orionis,cache,5,35,5,-5,27,1.6,,,4,O,,,Volatile cluster of hot blue giants in the Orion supernova works. The responsible demiurge has been rebuked.,,5.58790724,-5.38969624,26221,37022,,490,5.13,-9.87,O6pe,0.02
362,TUREIS,,,Puppis,Rho Puppis,cache,8,7,32.64882,-24,18,15.5679,2.1273126535,,2.78,F2mF5IIp,1.85,,"Example of a Del Scuti variable, its surface moving inwards and outwards as it turns around. That's what it's all about.",,8.12575059,-24.30443677,39757,67523,,19.234468167,2.83,1.4095990872,F2mF5IIp,0.458
0,TYCHO'S STAR,,,Cassiopeiae,SN 1572,No coords,0,25,21,64,9,15,,,0,SN,,,"Its connection with the ancient poet is spurious, ""Shakespeare"" have been proved to be a label for an oral tradition.",,,,,,,3000,,,SN,
363,TYL,,,Draconis,Epsilon Draconis,cache,19,48,10.3521,70,16,4.549,5.1843807044,1.2264067419,3.9974,G8III ,2.7,,"Yellow giant, orbited by the planet Owlglass, where trickster deities from across the Galaxy observe their convocations.",,19.8028371,70.26783533,97433,188119,,44.6428571429,3.84,0.5912400917,G8III,0.888
364,UKDAH,,,Hydrae,Tau Hydrae,cache,9,29,8.9,-2,46,8,2.4833780872,0.0483262277,4.59,F,,,"A tangled filament of the galactic animal has snared this G-class star, around which the manifold shudders and heaves.",,9.48578854,-2.76895627,46509,81997,,17.0998632011,4.59,3.4250368197,F6V,0.411
365,UNUKALHAI,,,Serpentis,Alpha Serpentis,cache,15,44,16.07431,6,25,32.2633,4.1201459915,0.1121483772,2.623,K2 III,,,"K-giant, civilisation on its habitable worlds collapsed due to an obsession with feline images or ""cataclysm"".",,15.7377766,6.42551971,77070,140573,,22.4517287831,2.63,0.8737510635,K2III,1.167
366,URODELUS,,,Ursae Minoris,Epsilon Ursae Minoris,cache,16,45,58.1,82,2,14,4.3893648969,1.431819637,4.21,G,,,"G-class giant whose binary companion is feeding off the body of its host, a rare example of stellar cannibalism.",,16.76615597,82.03725071,82080,153751,,106.2699256111,4.21,-0.9220518829,G5IIIvar,0.897
367,USHAKARON,,,Tauri,Xi Tauri,cache,3,27,10.2,9,43,58,0.9039496528,0.1698690176,3.73,B,,,"Triple system, home to Poet, a nemesis device of such wanton efficacy that many of its employers die of remorse.",,3.45281136,9.7327724,16083,21364,,68.1198910082,3.73,-0.4363697221,B9Vn,-0.082
0,VAN BIESBROECK'S STAR,,,Aquilae,V1298 Aquilae,No coords,19,16,57.62,5,9,2.2,,,17.3,M8V,,,"M-dwarf, so dim that some scientists argue that it is not a star but a planet that left its lights on.",,19.28210998,5.17214064,94761,180617,,5.8733701398,9.12,10.2755631453,M3.5V,1.464
0,VAN MAANEN'S STAR,,,Piscium,Gliese 35,No coords,0,49,9.90175,5,23,19.0117,,,12.374,W,,,"White dwarf, a ton of its matter could fit in a matchbox, albeit that at 6000K matches were superfluous.",,0.81921585,5.39519773,3829,,,4.4062568848,12.37,14.1496509354,DG,0.554
368,VEGA,,,Lyrae,Alpha Lyrae,cache,18,36,56.33635,38,47,1.2802,4.873565508,0.6769030681,0.03,A0V,2.135 ± 0.074,,"Home to a refined, talented yet modest race who recently announced their decision to transcend, much to everyone's relief.",,18.61560722,38.78299311,91262,172167,,7.7561467463,0.03,0.5817699133,A0Vvar,-0.001
369,VINDIEMATRIX,,,Virginis,Epsilon Virginis,cache,13,2,10.59785,10,57,32.9415,3.412889385,0.191273258,2.826,G8 III,2.64 ± 0.11,,Somewhat dissolute G-giant which has matured in the last million years and now hardly ever stays out all night.,,13.03632237,10.95910186,63608,113226,,31.3479623824,2.85,0.3689534153,G8IIIvar,0.934
370,WASAT,,,Geminorum,Delta Geminorum,cache,7,20,7.37978,21,58,56.3377,1.9203988499,0.3836637919,3.53,F0 IV,1.57,,"F-subgiant with planetary companion bearing biosphere spectral fingerprint QQQF00F00F0 (""bizarro world"")",,7.33538592,21.98233941,35550,56986,,18.0342651037,3.5,2.2195077524,F0IV...,0.374
371,WAZN,,,Columbae,Beta Columbae,cache,5,50,57.5929,-35,46,5.9152,1.5313513694,-0.6242747735,3.105,K1 IIICN+1,1.10 ± 0.20,,"K-giant, attacked with a causality weapon, if ever it is not observed in some world's sky it will cease to have existed.",,5.84932022,-35.76929225,27628,39425,,26.3574064312,3.12,1.0154866328,K1.5III,1.146
372,WEZEN,,,Canis Majoris,Delta Canis Majoris,cache,7,8,23.48608,-26,23,35.5474,1.8692102556,-0.460648373,1.84,F8 Ia,16.9 ± 1.6,,"Rare example of a yellow supergiant, a vast crucible of the stellar alchemists, swollen with heavy elements.",,7.13985723,-26.39320776,34444,54605,,549.4505494505,1.83,-6.8696430601,F8Ia,0.671
373,XESTUS,,,Velorum,Omicron Velorum,cache,8,40,17.58553,-52,55,18.8002,2.2702068834,-0.9236612085,3.6,B3 IV,5.5 ± 0.4,,"Home to the Xrskh, a race who built many enigmatic megastructures and then transcended to escape their subcontractors.",,8.67155811,-52.92197259,42536,74195,,151.7450682853,3.6,-2.305572927,B3IV,-0.168
374,YED POSTERIOR,,,Ophiuchi,Epsilon Ophiuchi,cache,16,18,19.28974,-4,41,33.0345,4.2687328106,-0.0818997424,3.22,G9.5 IIIb,1.85 ± 0.05,,"Blushing red giant, site of the planet Elephantis, consecrated to both speakable and unspeakable pleasures.",,16.30534466,-4.69260809,79882,146791,,32.9597890574,3.23,0.6400778823,G8III,0.966
375,YED PRIOR,,,Ophiuchi,Delta Ophiuchi,cache,16,14,20.73853,-3,41,39.5612,4.2513848771,-0.0644780922,2.75,M0.5 III,1.5,,"Gloomy red giant whose worlds are noted for their stern asceticism, a rival to or subsidiary of YED POSTERIOR (q.v.).",,16.23910173,-3.69397562,79593,146051,,52.1920668058,2.73,-0.8580224763,M1III,1.584
376,YILDUN,,,Ursae Minoris,Delta Ursae Minoris,cache,17,32,12.9,86,35,11.25,4.5911540472,1.5112187856,4.35,A1Vn,,,"A-dwarf orbited by a lone asteroid, chalk white and ink-shadowed, named the Next-To-Last-Thing.",,17.53691588,86.58632924,85822,166205,,56.0224089636,4.35,0.6081911022,A1Vn,0.021
377,ZANIAH,,,Virginis,Eta Virginis,cache,12,19,54.35783,neg,40,0.5095,3.228448806,-0.0116379985,3.89,A2 V,2.5039 ± 0.1246,,"Very close triple system, lost in an eternal and amicable debate about who actually is in orbit about whom.",,12.33177539,-0.66674709,60129,107259,,76.5696784074,3.89,-0.5302841153,A2IV,0.026
378,ZAURAK,,,Eridani,Gamma Eridani,cache,3,58,1.76695,-13,30,30.6698,1.0385994012,-0.2357681404,2.95,M,,,"Sombre red giant with obsidian planets, onetime seat of an evil overlord, now reinventing itself as an arts precinct.",,0.06951519,49.87020726,323,225172,,162.6016260163,7.38,1.3243755789,K0,1.003
379,ZAVAJAVA,,,Virginis,Beta Virginis,cache,11,50,41.71824,1,45,52.991,3.1009932583,0.0308001695,3.604,F9 V,1.25,,"Tatterdemalion carnival star, strung with marquee moons, the music of its spheres goes to a wheezing old calliope.",,11.8448017,1.76537705,57757,102870,,10.9003706126,3.59,3.402793679,F8V,0.518
380,ZOSMA,,,Leonis,Delta Leonis,cache,11,14,6.50142,20,31,25.3853,2.9413525862,0.3582064563,2.56,A4 V,2.2,,An early attempt to run a solar system on magic which was thwarted when several orders of elementals formed trade unions.,,11.23511447,20.52403384,54872,97603,,17.6928520878,2.56,1.3210107659,A4V,0.128
381,ZUBEN ELAKRAB,,,Librae,Gamma Librae,cache,15,35,31.54,-14,27,22.4,4.0820007801,-0.2523086752,3.91,K,,,"K-subgiant, claw of the galactic animal. When it was unsheathed it scratched and relieved the Great Voidquake.",,15.59209426,-14.78955365,76333,138905,,46.685340803,3.91,0.5640973325,K0III,1.007
382,ZUBEN ELAKRIBI,,,Librae,Delta Librae,cache,15,51,9,-8,31,8,4.1501747951,-0.1486826597,4.43,B9.5V,,,"Blue variable, claw of the galactic animal. It is unsheathed as the dark matter thaws in the cosmic spring.",,15.01621879,-8.51893488,73473,132742,,93.2835820896,4.91,0.0609739268,B9.5V,0
383,ZUBENELGENUBI,,,Librae,Alpha Librae,cache,14,50,41.18097,-15,59,50.0482,3.8863523503,-0.2792044326,2.7,F,1.33{{+-,,"Quintuple system, claw of the galactic animal. When it was unsheathed, predators on all worlds halted; prey fled.",,14.84479547,-15.99709226,72603,130819,,23.6630383341,5.15,3.2796474636,F3V,0.401
384,ZUBENESCHEMALI,,,Librae,Beta Librae,cache,15,17,0.41382,-9,22,58.4919,4.001197404,-0.16376275,2.61,B8 V,3.5{{+-,,"Rare blue-green giant, this claw of the galactic animal has not yet been unsheathed.",,15.28346439,-9.38286694,74785,135742,,49.0677134446,2.61,-0.8439791016,B8V,-0.071
